Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Color,Owner_Type,State,Insurance_Status,Manufacturing_Plant,Number_of_Repairs,Previous_Accidents,Body_Type
7218,Volkswagen,Tiguan,2020,Diesel,Automatic,1060000,19.4,1500,7,11000,Grey,First,Telangana,Insured,Surat,0,2,Coupe
7219,Maruti Suzuki,WagonR,2023,Diesel,Manual,800000,21.1,1200,7,15200,Blue,Third,Telangana,Insured,Sanand,7,0,Sedan
7220,Toyota,Urban Cruiser,2023,CNG,Manual,1250000,12.9,2500,7,19700,White,Third,Tamil Nadu,Insured,Surat,0,0,Coupe
7221,Skoda,Slavia,2024,Diesel,Manual,3100000,22.9,1500,6,23100,White,Fourth & Above,Gujarat,Insured,Chennai,7,2,Sedan
7222,Kia,EV6,2024,Petrol,Automatic,3390000,28.7,2000,6,13200,Grey,Fourth & Above,Tamil Nadu,Insured,Chennai,8,4,Convertible
7223,Mahindra,Bolero,2022,Petrol,Automatic,3060000,19.3,1500,5,7500,Blue,First,West Bengal,Not Insured,Chennai,3,5,Sedan
7224,Maruti Suzuki,Baleno,2023,Electric,Automatic,3130000,27.2,1000,5,20500,Blue,Second,West Bengal,Not Insured,Pune,8,5,Coupe
7225,Maruti Suzuki,Ertiga,2019,CNG,Manual,2620000,21.5,1000,5,8600,Black,Fourth & Above,Karnataka,Not Insured,Surat,10,1,Hatchback
7226,Hyundai,Venue,2019,Diesel,Automatic,1610000,19.2,800,4,13100,Silver,Third,Telangana,Not Insured,Chennai,10,4,Sedan
7227,Hyundai,i10,2015,Petrol,Automatic,3400000,25.9,800,5,12300,Red,First,Delhi,Insured,Manesar,4,5,Sedan
7228,Volkswagen,Virtus,2018,CNG,Automatic,2160000,13.2,2000,6,17800,Green,First,Karnataka,Not Insured,Gurgaon,7,2,SUV
7229,Maruti Suzuki,Ertiga,2023,CNG,Automatic,750000,23.2,1200,7,8900,Grey,Second,Karnataka,Not Insured,Chennai,8,3,Convertible
7230,Mahindra,XUV300,2022,Electric,Manual,2860000,13.3,2500,5,21000,Red,Fourth & Above,Delhi,Not Insured,Pune,4,2,Convertible
7231,Honda,Jazz,2019,Diesel,Manual,3080000,28.4,1500,6,20900,Red,Fourth & Above,Karnataka,Not Insured,Gurgaon,8,2,Convertible
7232,Tata Motors,Punch,2015,Diesel,Automatic,1900000,13.5,2500,7,5900,Grey,First,Telangana,Not Insured,Gurgaon,3,1,SUV
7233,Tata Motors,Punch,2023,CNG,Automatic,740000,15.9,1000,7,20700,Blue,Third,Maharashtra,Not Insured,Sanand,0,5,Coupe
7234,Toyota,Camry,2021,Diesel,Manual,1600000,10.3,2500,7,7100,Grey,Fourth & Above,Tamil Nadu,Insured,Chennai,3,0,Sedan
7235,Skoda,Octavia,2016,Petrol,Automatic,2270000,26.7,800,7,22100,Red,Third,Telangana,Insured,Chennai,4,4,Coupe
7236,Skoda,Kushaq,2023,Petrol,Automatic,450000,12.8,2500,7,22000,Silver,First,Gujarat,Not Insured,Surat,8,4,Hatchback
7237,Kia,Carens,2019,Electric,Automatic,2910000,26.6,1800,7,16700,Green,Fourth & Above,Delhi,Not Insured,Pune,5,3,Hatchback
7238,Maruti Suzuki,Dzire,2020,Diesel,Manual,2520000,19,1800,5,21900,Green,Third,Maharashtra,Not Insured,Manesar,7,2,Convertible
7239,Honda,WR-V,2023,Electric,Manual,2520000,10.7,1200,6,20900,Silver,First,West Bengal,Not Insured,Surat,3,2,SUV
7240,Tata Motors,Punch,2024,CNG,Automatic,1270000,22.1,800,6,17100,Silver,Third,Gujarat,Not Insured,Manesar,6,4,Hatchback
7241,Honda,WR-V,2017,Electric,Automatic,2800000,15,1000,6,8900,Blue,Fourth & Above,Gujarat,Insured,Sanand,5,2,SUV
7242,Maruti Suzuki,Baleno,2019,Diesel,Automatic,1880000,24.5,1000,6,14200,White,Second,Gujarat,Insured,Manesar,10,3,Sedan
7243,Honda,Amaze,2023,Petrol,Automatic,1260000,11.6,1800,5,8800,Grey,Third,Karnataka,Not Insured,Pune,4,4,Sedan
7244,Tata Motors,Altroz,2015,CNG,Manual,640000,19.6,2000,7,12400,Green,Second,Karnataka,Insured,Sanand,10,0,Convertible
7245,Toyota,Fortuner,2024,Electric,Automatic,3470000,18.9,1500,5,9700,Silver,Fourth & Above,Karnataka,Not Insured,Chennai,0,0,Hatchback
7246,Skoda,Slavia,2024,Electric,Automatic,2150000,12.5,2000,4,24700,Grey,Second,Telangana,Not Insured,Manesar,4,3,Sedan
7247,Kia,Carnival,2017,Diesel,Manual,1390000,11.7,1200,4,22600,Green,First,Karnataka,Insured,Pune,4,5,Convertible
7248,Volkswagen,Tiguan,2018,Petrol,Manual,2980000,23.8,2500,7,16100,Silver,Second,Maharashtra,Insured,Pune,9,4,SUV
7249,Maruti Suzuki,Baleno,2016,CNG,Automatic,1110000,23.2,1500,4,22800,Green,Third,Karnataka,Insured,Chennai,2,1,Coupe
7250,Hyundai,i20,2021,CNG,Automatic,2270000,15,800,6,14700,Blue,Third,Delhi,Insured,Pune,7,5,Coupe
7251,Renault,Lodgy,2024,Petrol,Manual,1120000,17.8,800,5,13300,White,Second,Gujarat,Not Insured,Sanand,2,2,Coupe
7252,Mahindra,Scorpio,2023,Electric,Manual,3140000,26.9,1500,7,10000,White,First,Maharashtra,Insured,Sanand,8,3,Sedan
7253,Hyundai,Venue,2023,CNG,Manual,1350000,10.1,1800,7,20800,Silver,Fourth & Above,West Bengal,Insured,Surat,0,1,SUV
7254,Renault,Kiger,2021,Electric,Manual,1230000,11.1,2500,5,20000,Green,Second,Karnataka,Insured,Gurgaon,9,3,SUV
7255,Mahindra,Thar,2020,CNG,Automatic,990000,22.7,1800,6,22600,Blue,Third,West Bengal,Not Insured,Chennai,0,3,Sedan
7256,Hyundai,Venue,2018,CNG,Automatic,3300000,24,2500,4,12000,Black,Third,Gujarat,Not Insured,Pune,3,4,Coupe
7257,Skoda,Rapid,2024,CNG,Manual,2910000,30,800,5,22300,Grey,Second,Maharashtra,Not Insured,Manesar,1,4,Sedan
7258,Honda,Civic,2023,Diesel,Manual,600000,19.4,800,7,16100,Grey,Second,Gujarat,Insured,Surat,7,1,Convertible
7259,Skoda,Superb,2020,CNG,Manual,2900000,18,1800,5,15800,Red,Second,West Bengal,Insured,Sanand,8,3,Hatchback
7260,Renault,Duster,2019,CNG,Manual,2760000,12.5,2000,6,24400,Blue,Fourth & Above,Telangana,Insured,Chennai,8,2,Convertible
7261,Honda,Amaze,2016,Diesel,Automatic,2530000,21.6,1000,5,5800,Green,Third,Maharashtra,Not Insured,Chennai,3,2,SUV
7262,Honda,Jazz,2018,Petrol,Manual,2950000,25.4,800,4,14600,Red,Third,Tamil Nadu,Insured,Sanand,10,5,Hatchback
7263,Honda,WR-V,2020,Diesel,Automatic,1480000,14.7,1500,6,10100,Silver,Third,Telangana,Insured,Gurgaon,6,5,Convertible
7264,Mahindra,Scorpio,2020,Petrol,Manual,2840000,12,1500,5,23600,Green,Fourth & Above,Maharashtra,Not Insured,Chennai,4,2,SUV
7265,Toyota,Urban Cruiser,2015,Diesel,Automatic,1900000,13.3,1800,7,20400,Red,First,Karnataka,Insured,Pune,3,5,Convertible
7266,Kia,Carens,2022,CNG,Manual,1880000,13.6,1000,7,9500,White,Third,West Bengal,Insured,Manesar,1,0,Sedan
7267,Toyota,Urban Cruiser,2023,CNG,Manual,2540000,26.3,1000,4,13600,Grey,Third,Gujarat,Insured,Manesar,6,2,Hatchback
7268,Honda,WR-V,2017,Petrol,Automatic,3270000,15,800,4,18200,Green,First,Gujarat,Insured,Sanand,7,2,Coupe
7269,Hyundai,Creta,2018,Electric,Automatic,2630000,29.7,2000,6,5100,Red,Fourth & Above,Gujarat,Not Insured,Chennai,8,4,Convertible
7270,Mahindra,XUV700,2022,CNG,Automatic,2970000,19.4,800,6,20600,White,First,Delhi,Not Insured,Manesar,5,1,Convertible
7271,Volkswagen,Polo,2016,Petrol,Manual,3390000,27.4,1200,4,8700,Blue,First,Delhi,Not Insured,Chennai,9,4,Coupe
7272,Maruti Suzuki,WagonR,2017,Electric,Manual,1500000,17.6,1500,6,18300,Red,First,Karnataka,Insured,Sanand,8,3,Convertible
7273,Volkswagen,Polo,2020,Diesel,Manual,3370000,23.5,1200,5,16000,Silver,First,Tamil Nadu,Insured,Gurgaon,4,2,Hatchback
7274,Maruti Suzuki,WagonR,2020,CNG,Automatic,3000000,10.7,1000,6,24500,Silver,Fourth & Above,Delhi,Not Insured,Manesar,4,0,Sedan
7275,Toyota,Camry,2022,Petrol,Automatic,1230000,29.6,2000,6,16000,Silver,Fourth & Above,Maharashtra,Insured,Pune,4,0,Coupe
7276,Volkswagen,Taigun,2018,Electric,Automatic,3500000,24,2000,6,23900,Green,First,Telangana,Not Insured,Surat,0,5,Hatchback
7277,Mahindra,Thar,2021,Electric,Automatic,420000,26.8,1000,5,8300,Grey,Second,West Bengal,Not Insured,Sanand,8,3,Coupe
7278,Honda,Amaze,2021,Electric,Manual,1040000,22.3,1200,4,22300,Red,Second,Karnataka,Insured,Surat,8,5,Hatchback
7279,Mahindra,XUV700,2018,Petrol,Manual,2940000,24.7,1500,6,5300,Blue,Second,Telangana,Not Insured,Gurgaon,10,3,Hatchback
7280,Mahindra,XUV700,2021,Diesel,Automatic,2420000,27.5,2000,5,18400,Red,Second,Tamil Nadu,Not Insured,Pune,9,0,Coupe
7281,Maruti Suzuki,Swift,2017,Petrol,Automatic,1110000,29.3,1500,4,20000,Grey,Third,Telangana,Not Insured,Surat,5,4,Hatchback
7282,Renault,Lodgy,2020,Electric,Manual,1760000,26.8,2500,4,13000,White,Fourth & Above,Maharashtra,Not Insured,Pune,9,4,SUV
7283,Toyota,Innova,2017,Electric,Manual,2490000,12.2,2000,6,6400,Grey,Fourth & Above,Gujarat,Not Insured,Manesar,3,0,Coupe
7284,Renault,Kwid,2018,Diesel,Manual,770000,24.3,2000,5,14300,Silver,First,Delhi,Not Insured,Chennai,0,5,Convertible
7285,Tata Motors,Nexon,2024,CNG,Manual,480000,14.3,1200,4,7100,Green,Third,Maharashtra,Insured,Sanand,3,1,Coupe
7286,Kia,Sonet,2024,Electric,Manual,3400000,28.1,1800,4,17200,White,First,Tamil Nadu,Not Insured,Pune,2,0,Coupe
7287,Honda,Civic,2023,Petrol,Manual,1570000,11.2,1500,7,12300,Green,First,Karnataka,Not Insured,Manesar,10,3,SUV
7288,Honda,WR-V,2017,CNG,Automatic,1770000,24.2,2000,6,16400,Silver,Fourth & Above,Telangana,Insured,Gurgaon,0,1,Coupe
7289,Maruti Suzuki,WagonR,2020,Electric,Automatic,2660000,20.6,800,6,12500,Black,Third,Maharashtra,Insured,Pune,7,0,Sedan
7290,Skoda,Slavia,2018,Diesel,Manual,1040000,18,800,7,18000,Grey,Second,Karnataka,Not Insured,Gurgaon,10,5,Sedan
7291,Renault,Duster,2021,Petrol,Manual,2220000,19,1000,7,9800,Grey,Fourth & Above,Gujarat,Insured,Sanand,5,0,SUV
7292,Toyota,Camry,2020,Electric,Manual,1930000,13.3,2000,7,16100,Blue,Third,Tamil Nadu,Insured,Manesar,6,1,Hatchback
7293,Toyota,Innova,2018,Diesel,Manual,3230000,22.6,1000,4,20100,Red,Third,Tamil Nadu,Not Insured,Gurgaon,0,2,Hatchback
7294,Hyundai,Venue,2021,CNG,Manual,1660000,26.5,800,5,20100,White,Fourth & Above,Telangana,Insured,Chennai,5,4,Sedan
7295,Tata Motors,Nexon,2021,Diesel,Manual,2410000,12.8,2500,6,21200,Green,Fourth & Above,Delhi,Not Insured,Surat,2,5,Convertible
7296,Mahindra,Scorpio,2016,Electric,Manual,2950000,17.7,1200,6,11600,White,First,West Bengal,Not Insured,Gurgaon,6,4,Convertible
7297,Toyota,Camry,2016,Diesel,Manual,1640000,20.3,1200,4,20100,Blue,First,Tamil Nadu,Not Insured,Gurgaon,9,0,Hatchback
7298,Mahindra,Scorpio,2016,Petrol,Automatic,3290000,16.3,800,7,17100,Blue,First,Maharashtra,Not Insured,Manesar,9,2,SUV
7299,Kia,Carnival,2019,Petrol,Manual,1800000,17.5,1000,4,12000,Green,Second,Maharashtra,Insured,Manesar,0,1,Coupe
7300,Honda,WR-V,2018,Petrol,Manual,2230000,18.9,2500,5,22900,Red,Fourth & Above,Maharashtra,Not Insured,Pune,1,1,Convertible
7301,Kia,Carens,2020,CNG,Manual,1600000,29.9,1800,6,6400,Green,Third,Gujarat,Insured,Surat,5,1,Hatchback
7302,Skoda,Kushaq,2015,Diesel,Automatic,1380000,15.7,2500,4,15600,Green,Fourth & Above,Tamil Nadu,Insured,Gurgaon,2,0,Coupe
7303,Tata Motors,Nexon,2018,Electric,Automatic,1740000,11.9,2500,6,21100,Silver,Third,Tamil Nadu,Not Insured,Gurgaon,3,2,Hatchback
7304,Skoda,Slavia,2022,CNG,Manual,600000,21.8,2500,6,6500,Red,Second,Maharashtra,Not Insured,Manesar,10,5,Convertible
7305,Maruti Suzuki,WagonR,2018,Petrol,Automatic,1350000,26.3,1800,4,6100,Grey,Fourth & Above,Telangana,Insured,Chennai,0,3,Convertible
7306,Mahindra,Thar,2019,Diesel,Automatic,690000,22,1000,5,15200,Silver,Third,Delhi,Not Insured,Manesar,2,4,Coupe
7307,Volkswagen,Virtus,2020,Petrol,Manual,2100000,12.3,1500,5,8300,Black,Third,Telangana,Not Insured,Chennai,9,3,Sedan
7308,Toyota,Glanza,2019,Petrol,Manual,530000,23.9,1200,7,5800,Red,First,Delhi,Not Insured,Surat,9,2,Coupe
7309,Mahindra,XUV700,2015,Diesel,Manual,2670000,10.3,1000,4,18600,Blue,Second,Tamil Nadu,Insured,Manesar,10,0,SUV
7310,Mahindra,Scorpio,2016,CNG,Manual,2050000,10.6,800,6,24700,Silver,Fourth & Above,Telangana,Insured,Surat,9,0,Hatchback
7311,Renault,Kiger,2020,Diesel,Manual,500000,12.9,1800,4,17100,Red,First,Tamil Nadu,Insured,Sanand,6,0,Hatchback
7312,Renault,Lodgy,2022,CNG,Manual,2280000,27.2,1500,6,13200,White,Second,Karnataka,Insured,Gurgaon,6,0,Hatchback
7313,Tata Motors,Punch,2021,Diesel,Automatic,2440000,22.1,800,7,13100,Green,First,Tamil Nadu,Not Insured,Surat,3,2,Hatchback
7314,Renault,Kwid,2015,Electric,Manual,1210000,11.4,800,7,8100,Black,Fourth & Above,Telangana,Not Insured,Chennai,3,3,Coupe
7315,Mahindra,Scorpio,2022,Electric,Manual,3150000,10.1,1800,5,17500,Grey,Third,Maharashtra,Insured,Sanand,0,0,Convertible
7316,Kia,Sonet,2016,CNG,Automatic,3430000,25.2,1200,6,11700,Green,Fourth & Above,West Bengal,Insured,Chennai,9,0,Hatchback
7317,Mahindra,Thar,2020,CNG,Automatic,1410000,12.9,2500,7,22200,White,Second,Gujarat,Insured,Pune,2,4,Sedan
7318,Maruti Suzuki,Dzire,2019,Electric,Manual,1630000,30,1500,4,14900,White,Fourth & Above,Tamil Nadu,Insured,Pune,3,5,SUV
7319,Tata Motors,Altroz,2020,Diesel,Manual,3250000,28.7,1200,5,18800,Black,Second,Tamil Nadu,Insured,Gurgaon,5,1,Convertible
7320,Mahindra,XUV700,2021,Electric,Manual,3050000,29.4,1800,5,12200,Grey,First,Maharashtra,Not Insured,Sanand,6,1,Coupe
7321,Honda,Jazz,2016,CNG,Automatic,3310000,23.9,1000,7,8100,Blue,Second,Karnataka,Insured,Sanand,5,2,Sedan
7322,Toyota,Innova,2022,Diesel,Manual,1800000,28.1,1200,7,7000,Silver,Third,West Bengal,Insured,Pune,4,1,Convertible
7323,Honda,City,2023,CNG,Automatic,1900000,27.2,2000,4,19800,Grey,Third,Tamil Nadu,Not Insured,Gurgaon,0,0,SUV
7324,Tata Motors,Punch,2021,CNG,Automatic,540000,20.5,2500,5,18600,Red,Third,Delhi,Not Insured,Surat,3,3,Sedan
7325,Toyota,Urban Cruiser,2017,Diesel,Manual,3410000,29.1,1000,7,10100,White,First,Delhi,Not Insured,Pune,0,1,Hatchback
7326,Mahindra,XUV700,2021,Petrol,Automatic,2500000,24.8,800,4,9300,Red,Second,Delhi,Insured,Sanand,7,1,Coupe
7327,Renault,Kiger,2021,Petrol,Automatic,2410000,23.6,1800,7,24800,Blue,First,Gujarat,Not Insured,Chennai,9,3,Coupe
7328,Maruti Suzuki,Baleno,2023,Electric,Manual,590000,10.1,2500,7,13100,Red,Fourth & Above,Gujarat,Insured,Sanand,10,0,Coupe
7329,Maruti Suzuki,Ertiga,2015,CNG,Manual,2460000,28.9,2000,6,9700,Grey,Fourth & Above,West Bengal,Insured,Gurgaon,9,5,SUV
7330,Kia,EV6,2024,CNG,Automatic,2170000,21.9,2000,5,8800,Red,Fourth & Above,Tamil Nadu,Not Insured,Sanand,1,4,Sedan
7331,Skoda,Octavia,2016,CNG,Manual,1610000,17.2,1800,7,11300,Blue,Fourth & Above,Tamil Nadu,Insured,Manesar,5,1,Sedan
7332,Volkswagen,Tiguan,2018,Petrol,Automatic,410000,19.4,800,7,17200,Blue,Third,Tamil Nadu,Insured,Sanand,4,0,Convertible
7333,Honda,Jazz,2021,Diesel,Manual,1190000,12.6,800,4,13100,Blue,Second,Gujarat,Not Insured,Manesar,0,3,SUV
7334,Mahindra,Thar,2020,Diesel,Automatic,2100000,15.4,2500,4,10000,Grey,Third,West Bengal,Not Insured,Pune,2,5,SUV
7335,Mahindra,Bolero,2018,Diesel,Manual,1060000,23.9,1200,5,9000,Blue,Second,Tamil Nadu,Not Insured,Surat,10,2,SUV
7336,Kia,Carnival,2022,Diesel,Automatic,880000,22.3,1200,7,15300,White,Second,Maharashtra,Not Insured,Manesar,7,1,Coupe
7337,Mahindra,Scorpio,2017,Electric,Manual,3400000,15.1,1000,6,9000,Green,First,Karnataka,Not Insured,Sanand,3,3,Convertible
7338,Honda,City,2018,Petrol,Automatic,3490000,21.3,2500,4,17800,Blue,Fourth & Above,Telangana,Not Insured,Surat,2,3,Sedan
7339,Volkswagen,Taigun,2017,CNG,Automatic,1920000,24.7,1200,4,17400,Red,Second,Delhi,Not Insured,Surat,0,1,Coupe
7340,Mahindra,XUV300,2018,Electric,Manual,850000,12,1200,4,19800,Silver,Fourth & Above,Delhi,Not Insured,Sanand,1,1,Sedan
7341,Skoda,Octavia,2017,Electric,Automatic,1370000,18.2,1200,6,18600,Red,Fourth & Above,Maharashtra,Not Insured,Sanand,2,0,Sedan
7342,Volkswagen,Tiguan,2024,CNG,Automatic,3350000,27,1800,4,6900,Silver,Fourth & Above,Tamil Nadu,Not Insured,Gurgaon,10,3,Convertible
7343,Honda,WR-V,2020,Electric,Manual,2650000,25.9,1200,4,17000,Red,Third,West Bengal,Insured,Pune,9,0,Hatchback
7344,Maruti Suzuki,WagonR,2024,CNG,Manual,2340000,16.2,1500,7,8700,Grey,Fourth & Above,West Bengal,Insured,Manesar,5,2,Hatchback
7345,Renault,Kiger,2024,CNG,Manual,2910000,15.5,800,6,23000,Red,Second,Gujarat,Insured,Chennai,3,0,Hatchback
7346,Hyundai,Creta,2024,Electric,Automatic,2370000,10.1,1200,7,6800,Grey,Third,Tamil Nadu,Not Insured,Manesar,1,4,Sedan
7347,Kia,Seltos,2023,Diesel,Automatic,2440000,12.8,2500,6,15800,Grey,Fourth & Above,West Bengal,Insured,Sanand,8,1,Convertible
7348,Toyota,Fortuner,2017,CNG,Manual,810000,15.9,2500,5,22200,Blue,First,Tamil Nadu,Insured,Chennai,5,1,SUV
7349,Toyota,Urban Cruiser,2017,Electric,Automatic,2940000,10.3,2000,6,15900,White,Fourth & Above,Delhi,Insured,Chennai,0,0,Coupe
7350,Hyundai,i20,2021,Diesel,Automatic,430000,24.9,1500,6,20200,Silver,Fourth & Above,Telangana,Insured,Manesar,0,0,Sedan
7351,Volkswagen,Polo,2018,Diesel,Manual,2140000,23,1500,7,21800,Blue,Third,Telangana,Insured,Manesar,4,0,Sedan
7352,Hyundai,i20,2023,CNG,Automatic,630000,17.9,1500,4,15600,Blue,Second,Telangana,Not Insured,Manesar,2,3,Coupe
7353,Renault,Triber,2018,Diesel,Automatic,3310000,13.8,800,6,15200,Green,Fourth & Above,Delhi,Not Insured,Manesar,3,0,SUV
7354,Honda,City,2023,Diesel,Manual,1880000,25.9,800,4,11300,Grey,Third,Gujarat,Not Insured,Pune,1,5,Sedan
7355,Honda,Jazz,2017,CNG,Automatic,480000,29.4,2500,5,11900,Grey,Third,Telangana,Insured,Gurgaon,10,3,Hatchback
7356,Mahindra,XUV700,2023,Electric,Manual,540000,14.4,1800,5,22300,Silver,Second,Delhi,Insured,Gurgaon,8,0,Coupe
7357,Tata Motors,Harrier,2015,Electric,Automatic,1090000,13.9,1800,6,6300,Red,Third,Tamil Nadu,Not Insured,Manesar,2,4,SUV
7358,Tata Motors,Altroz,2017,Petrol,Manual,2010000,21.3,1800,5,12900,Red,Second,Telangana,Not Insured,Gurgaon,0,4,Convertible
7359,Mahindra,Bolero,2023,Petrol,Automatic,480000,19.6,2500,5,22700,Blue,First,Maharashtra,Not Insured,Manesar,6,2,SUV
7360,Hyundai,i10,2021,Electric,Manual,1710000,23.4,800,6,7800,Black,Fourth & Above,Gujarat,Insured,Manesar,8,2,Hatchback
7361,Renault,Triber,2019,CNG,Automatic,2680000,29,1800,5,24300,Black,Third,Maharashtra,Not Insured,Manesar,2,3,Convertible
7362,Hyundai,Venue,2018,CNG,Automatic,2960000,15.8,800,6,10100,Red,First,Tamil Nadu,Not Insured,Surat,0,5,Sedan
7363,Honda,Civic,2023,CNG,Automatic,2910000,12,2000,5,22100,Black,Third,Gujarat,Not Insured,Pune,4,2,Coupe
7364,Toyota,Camry,2023,Petrol,Manual,1770000,10.1,2500,7,7500,Green,Third,Maharashtra,Not Insured,Sanand,8,0,Sedan
7365,Hyundai,Creta,2015,CNG,Manual,1740000,17,2500,5,7800,Red,First,Gujarat,Not Insured,Gurgaon,1,2,Hatchback
7366,Honda,WR-V,2020,Petrol,Automatic,3010000,18,800,5,7200,Grey,Third,Tamil Nadu,Insured,Gurgaon,0,0,Hatchback
7367,Renault,Lodgy,2019,Electric,Automatic,2360000,23.7,2000,4,21400,Blue,Third,West Bengal,Insured,Pune,9,4,SUV
7368,Volkswagen,Vento,2023,Electric,Automatic,2860000,28,1000,4,20500,White,First,Telangana,Not Insured,Pune,3,5,Hatchback
7369,Honda,Jazz,2019,Electric,Manual,3220000,23.6,1000,7,24200,Blue,Third,Gujarat,Insured,Manesar,0,5,Coupe
7370,Renault,Kiger,2022,Electric,Manual,1410000,11.8,1800,6,22300,Red,Second,Telangana,Not Insured,Manesar,5,4,SUV
7371,Honda,City,2017,Electric,Manual,1630000,18.5,2500,6,20000,Green,Third,Telangana,Not Insured,Surat,4,2,Coupe
7372,Volkswagen,Polo,2019,Electric,Manual,2240000,16.6,1200,6,24800,Red,Fourth & Above,West Bengal,Insured,Surat,8,0,Coupe
7373,Maruti Suzuki,Dzire,2018,Petrol,Automatic,2360000,26.7,2500,7,13100,Blue,Third,Tamil Nadu,Insured,Sanand,4,4,Hatchback
7374,Skoda,Rapid,2020,Petrol,Automatic,2320000,14.3,2000,6,11100,Green,Fourth & Above,Gujarat,Insured,Gurgaon,7,0,Hatchback
7375,Skoda,Slavia,2024,Petrol,Manual,1970000,22.8,1200,4,22900,Green,Fourth & Above,Gujarat,Insured,Pune,3,4,SUV
7376,Tata Motors,Harrier,2019,Electric,Manual,1070000,18.2,1800,5,9300,Green,Third,West Bengal,Not Insured,Sanand,8,5,Convertible
7377,Tata Motors,Harrier,2018,Diesel,Automatic,2100000,28.5,1800,5,20500,Silver,First,Delhi,Insured,Gurgaon,5,0,Hatchback
7378,Skoda,Slavia,2021,Electric,Automatic,2560000,26.8,1800,5,17100,Red,Second,West Bengal,Not Insured,Sanand,7,0,Convertible
7379,Volkswagen,Tiguan,2022,CNG,Automatic,3220000,22.8,1500,6,5300,Black,Second,West Bengal,Not Insured,Sanand,7,2,Convertible
7380,Renault,Kiger,2021,Electric,Automatic,2960000,16.6,1800,6,21900,Black,Third,West Bengal,Not Insured,Manesar,9,3,Coupe
7381,Volkswagen,Vento,2018,Petrol,Manual,2770000,29.6,1000,7,21100,Red,First,Tamil Nadu,Not Insured,Sanand,7,3,Convertible
7382,Tata Motors,Punch,2022,Electric,Manual,1180000,24.4,1800,5,14800,Red,First,Karnataka,Not Insured,Manesar,3,1,Hatchback
7383,Tata Motors,Harrier,2022,Diesel,Manual,2210000,19.7,800,5,22600,Silver,Second,West Bengal,Insured,Gurgaon,9,5,Coupe
7384,Renault,Kiger,2015,CNG,Automatic,2820000,15.2,1500,7,17400,Black,First,Gujarat,Not Insured,Surat,8,2,SUV
7385,Tata Motors,Nexon,2017,Electric,Manual,1490000,24.3,2500,4,6400,Red,Third,Maharashtra,Insured,Gurgaon,2,1,Sedan
7386,Skoda,Slavia,2016,Petrol,Manual,2150000,20.7,2000,6,13200,Red,Third,Delhi,Not Insured,Manesar,4,3,Convertible
7387,Mahindra,XUV300,2024,Diesel,Manual,2130000,21.5,2000,7,5300,Silver,First,West Bengal,Insured,Surat,5,1,Hatchback
7388,Renault,Kiger,2020,CNG,Manual,720000,11.4,800,5,21100,Silver,Third,West Bengal,Insured,Chennai,10,2,Hatchback
7389,Hyundai,Creta,2018,Electric,Manual,1960000,16.5,1800,6,11300,Blue,Fourth & Above,Delhi,Not Insured,Surat,10,4,Hatchback
7390,Renault,Kiger,2021,Diesel,Manual,560000,11.6,1000,6,5100,Silver,Second,West Bengal,Not Insured,Sanand,5,2,Coupe
7391,Toyota,Urban Cruiser,2017,CNG,Manual,930000,18.3,1000,7,21400,White,Third,Gujarat,Insured,Gurgaon,3,0,Hatchback
7392,Tata Motors,Nexon,2022,Electric,Automatic,1120000,26.8,800,7,24500,Black,First,Karnataka,Not Insured,Sanand,8,3,Convertible
7393,Skoda,Rapid,2017,Diesel,Manual,890000,15.6,1800,5,19000,Blue,Second,West Bengal,Not Insured,Surat,1,3,SUV
7394,Tata Motors,Tiago,2015,CNG,Manual,3060000,17.1,1000,6,23400,White,Third,Delhi,Insured,Chennai,5,1,Hatchback
7395,Hyundai,i10,2015,Electric,Automatic,2420000,26.3,1200,5,24600,Red,Second,West Bengal,Insured,Sanand,1,2,Hatchback
7396,Volkswagen,Vento,2015,Petrol,Automatic,1250000,10.7,1200,5,8000,Red,First,Tamil Nadu,Not Insured,Chennai,8,1,SUV
7397,Volkswagen,Tiguan,2015,CNG,Manual,2880000,11.7,1200,6,22900,Blue,Fourth & Above,Gujarat,Not Insured,Pune,2,2,Sedan
7398,Toyota,Glanza,2024,Petrol,Manual,2870000,20.6,1500,4,9400,Silver,Fourth & Above,Gujarat,Not Insured,Chennai,7,0,SUV
7399,Honda,Civic,2019,Electric,Automatic,2940000,17.9,1800,7,20000,Green,Third,Karnataka,Not Insured,Gurgaon,2,1,Sedan
7400,Hyundai,Creta,2016,Diesel,Automatic,3000000,16.4,800,7,6000,Green,Fourth & Above,Tamil Nadu,Insured,Surat,10,5,Convertible
7401,Renault,Kiger,2023,Diesel,Manual,1350000,18.7,2000,5,6000,Red,Third,Tamil Nadu,Insured,Manesar,3,0,SUV
7402,Toyota,Innova,2017,Diesel,Automatic,750000,11.6,1000,4,17100,Green,Second,Karnataka,Not Insured,Manesar,8,1,SUV
7403,Kia,Carnival,2020,Petrol,Manual,1050000,25.6,1000,4,11700,Grey,Third,Telangana,Insured,Sanand,2,5,Sedan
7404,Kia,Carnival,2020,CNG,Manual,760000,11,1500,6,20600,Blue,Third,Telangana,Insured,Surat,6,1,Coupe
